"","V1","V2","V3","V4","V5","V6"
"1",0.0429578260200639,0.154683224734619,0.489583037073601,0.0654513116658881,0.171997174033956,0.0753274264718726
"2",0.0782117520657286,0.0808100360222393,0.61908881490712,0.119530427284964,0.0714791538448645,0.0308798158750837
"3",0.0101977017437347,0.141731634151299,0.510739064860961,0.044542055714232,0.199744246842699,0.0930452966870739
"4",0.0625996738186237,0.13139709790389,0.33012201762676,0.0050235081041439,0.455092553222097,0.0157651493244857
"5",0.117779749796031,0.246486863977431,0.48757795902792,3.01936671685128e-05,0.0424302230704636,0.105695010460986
"6",0.0882339161192495,0.016776683061234,0.518057500530106,0.0625668125799984,0.109768316136939,0.204596771572473
"7",0.0615971607471214,0.102022371139965,0.524787550437616,0.0396114668473149,0.175905059869906,0.0960763909580764
"8",0.0525137722327135,0.158931864205346,0.508369465484338,0.0128730932911022,0.175116036705394,0.0921957680811059
"9",0.019950280556759,0.266705814805782,0.350858743546804,0.0380148209045255,0.319773104095499,0.00469723609063045
"10",0.069103073982194,0.0570192841286282,0.480582592838902,0.037272775415043,0.283950112591226,0.072072161044007
"11",0.151188239394391,0.0620156882297547,0.434251805568744,0.0764318824958499,0.261525947754251,0.0145864365570102
"12",0.293308054624914,0.0179743228410684,0.494647830036818,0.0571166717366023,0.110948473177857,0.0260046475827411
"13",0.0997730419852923,0.118399382232197,0.496914701665504,0.105028893206579,0.141335181316947,0.0385487995934817
"14",0.171842635387495,0.0477089594943885,0.58255967472258,0.0308622813558224,0.0136286179426079,0.153397831097107
"15",0.0829066413940628,0.152798032449726,0.550458666236128,0.0752394206595683,0.0733044590529864,0.0652927802075287
"16",0.0390276779940862,0.11540442951633,0.478067026469546,0.039199342534543,0.120409771831128,0.207891751654367
"17",0.0211375987367738,0.329780817731904,0.505223548078033,0.0390067886093438,0.0430515861269932,0.061799660716953
"18",0.298484909853971,0.0708402636224035,0.463041120732988,0.043251453190178,0.0616566909369999,0.0627255616634597
"19",0.071386853516788,0.168936439471456,0.344497259914215,0.0302620882134333,0.310981362132475,0.0739359967516321
"20",0.0602577178468393,0.0106477939533347,0.272954821502416,0.0070947491247526,0.606773797229298,0.0422711203433588
"21",0.077919094213641,0.0166952926418675,0.4945277030605,0.0392771891750122,0.243566477586021,0.128014243322958
"22",0.0397758578887584,0.0160229131375322,0.555509038039127,0.0176350026836338,0.15091212215909,0.220145066091858
"23",0.0972694842516083,0.282793339648613,0.421620572603787,0.0142399183447323,0.163499407392146,0.0205772777591136
"24",0.0276179866747556,0.112513980171537,0.464689427879905,0.0735080145061074,0.293487909413726,0.02818268135397
"25",0.160172053123953,0.0486983598997127,0.521168625168033,0.0115332121522916,0.0912518093094291,0.16717594034658
"26",0.0898238004395722,0.0548376822256049,0.607279058992419,0.0868883472560799,0.00459006425392772,0.156581046832396
"27",0.0702680146621932,0.305080697372951,0.501627973633637,0.0917649073721893,0.0214266291105475,0.00983177784848233
"28",0.250437768867882,0.0288892925232131,0.499057578782218,0.0449561570291163,0.131875741634881,0.04478346116269
"29",0.00702829531509125,0.158885711831096,0.542070910422353,0.0087712766121656,0.0849205639440041,0.19832324187529
"30",0.326366380177499,0.0189300918565366,0.46601438514846,0.0385229711797272,0.149291370527031,0.000874801110745663
"31",0.33057866942596,0.00222965376079676,0.494515677268268,0.020042604393696,0.0729175034801954,0.0797158916710842
"32",0.244639573851477,0.0473064295540591,0.478625500795195,0.0320928434724083,0.126916757713331,0.0704188946135291
"33",0.0823779528828454,0.274272353121778,0.494962198575584,0.0628339687390707,0.0556565026911739,0.0298970239895472
"34",0.0103875446271201,0.469938866231403,0.450910741061577,0.0171263966998369,0.0231945677666319,0.0284418836134313
"35",0.159239709476572,0.0444153096463542,0.29362474210957,0.0329698903103846,0.4482390002531,0.021511348204019
"36",0.11470910753831,0.013551723922692,0.300930367297472,0.0058770756085303,0.470257703786676,0.0946740218463201
"37",0.208078695657943,0.033902552799301,0.576218624374099,0.0386658882331963,0.0550521410233893,0.0880820979120714
"38",0.280924727652358,0.0213588505627809,0.422339338903372,0.013883468754905,0.232651372272928,0.0288422418536551
"39",0.320189249944937,0.021934267759225,0.486324752757629,0.067232260281264,0.0635405963062711,0.0407788729506744
"40",0.095706196703838,0.171734145612631,0.5761860879967,0.115726424194013,0.0069672735415725,0.0336798719512451
"41",0.0349394285369451,0.00768800819175391,0.492167966277722,0.0709268332162897,0.351697994918578,0.0425797688587111
"42",0.0456421053587243,0.205380398272777,0.438575737342964,0.00408543737620458,0.173802936857465,0.132513384791866
"43",0.03174558873531,0.402092368716961,0.453195300603847,0.0451531642930951,0.0373042324191539,0.0305093452316332
"44",0.0990722447752482,0.265125053881412,0.300701930606437,0.00752615210236825,0.276590680061846,0.050983938572688
"45",0.0693208956643533,0.089736529420769,0.57863560301227,0.149799635370177,0.0950631829008687,0.0174441536315617
"46",0.035604224319942,0.131524431721242,0.50494681671253,0.0402242503221397,0.188062613599485,0.0996376633246612
"47",0.0873694078806131,0.0871595278366414,0.494383999324851,0.11423757203689,0.19857394941898,0.0182755435020246
"48",0.182846209879204,0.0339746780014238,0.506446348292429,0.011199387466176,0.108733946813307,0.15679942954746
"49",0.0726991423613222,0.157945222689976,0.554840740732116,0.140386751161744,0.0648742325850564,0.00925391046978515
"50",0.0806763541133017,0.178901888440807,0.4787992820692,0.0215567152803902,0.139992496785151,0.100073263311149
"51",0.257629737251012,0.0540557333553612,0.297794019944769,0.000445254352134137,0.388553777635423,0.00152147746130002
"52",0.258771388538695,0.0243047764219221,0.489150205313846,0.0265391808173218,0.0972137031922915,0.104020745715923
