"","V1","V2","V3","V4","V5","V6"
"1",0.023999111219329,0.00273571070341369,0.551036646641288,0.324062096295292,0.0750631786396349,0.0231032565010419
"2",0.0210132909592652,0.0203346034574864,0.607243026707907,0.28204889429194,0.0578054073924451,0.0115547771909565
"3",0.0231499373327582,0.0126038218776581,0.348732408089456,0.556013560376728,0.00261991066103149,0.0568803616623679
"4",0.0267461923013491,0.0254832141410173,0.175976325101939,0.242328824625463,0.499440421576351,0.0300250222538815
"5",0.0412944040508826,0.00420441491017039,0.486095272156597,0.352636898883767,0.0698571278949908,0.0459118821035921
"6",0.119414424153703,0.00295359451220848,0.521150692467094,0.295035726247033,0.0328835620204427,0.0285620005995189
"7",0.0359245273052713,0.0145309330050759,0.4804243850853,0.358620903236916,0.0244296297006011,0.0860696216668357
"8",0.00130757753227423,0.0099705051821586,0.411488744113218,0.419093710364135,0.113350706389942,0.0447887564182712
"9",0.0648939161410225,0.199619979803022,0.39413973337585,0.25158459672226,0.0476536075329756,0.0421081664248695
"10",0.282060293332557,0.0752327372850269,0.294725803221877,0.258738050687688,0.00582806294343213,0.0834150525294193
"11",0.188018792136258,0.00718603662455701,0.271076138326054,0.272743935424351,0.214314928521693,0.0466601689670859
"12",0.0360482496787842,0.0263689773543453,0.688144510446794,0.178394394976406,0.0434935870795992,0.027550280464072
"13",0.0389343856995453,0.0872146958471855,0.452745854769607,0.191067301149214,0.105289708976803,0.124748053557645
"14",0.0333486790035658,0.0122498687235427,0.460419013380028,0.430813953953452,0.0117632512141416,0.0514052337252702
"15",0.131971543292151,0.0184868628412024,0.461867776043313,0.26198558966172,0.0153952913611918,0.110292936800423
"16",0.132577157938414,0.063168357427731,0.331660034316332,0.334490360135175,0.119108546055793,0.0189955441265536
"17",0.000654467021919909,0.00668604759503301,0.568729415476239,0.408985844468651,0.0110071740850737,0.00393705135308435
"18",0.27551860723678,0.131511614828207,0.239712922021825,0.253208023454472,0.0174328180935286,0.0826160143651876
"19",0.0369575347321369,0.0858576866472669,0.44482679845711,0.168777074073133,0.131870314550621,0.131710591539731
"20",0.0456514119343697,0.0266795672160621,0.385675683244543,0.292717412227787,0.169214869118249,0.0800610562589893
"21",0.0506076511763534,0.0247485094313641,0.501634553982244,0.399141063622422,0.0163552672835744,0.00751295450404186
"22",0.0803830857310097,0.0444820176823006,0.306827601489175,0.24043938970099,0.299719957209064,0.0281479481874601
"23",0.042100395967744,0.0178137331585472,0.402726652326996,0.272233968107389,0.195971995501899,0.0691532549374249
"24",0.0511316959710473,0.0413445095901893,0.477616542130993,0.313867581595401,0.110062232903531,0.00597743780883821
"25",0.0163329478468799,0.0599350359109758,0.597838128727651,0.306039378799891,0.00239190494306737,0.0174626037715348
"26",0.056568764773967,0.00540711498603699,0.441251790569696,0.386308612037496,0.00925268190689001,0.101211035725913
"27",0.0276667461085068,0.0918700161801956,0.382536713317458,0.445470006731564,0.0512509100812359,0.00120560758104027
"28",0.00905275265106318,0.0232865622711831,0.51402341988187,0.433009317724103,0.0194317729354119,0.00119617453636865
"29",0.071760870598227,0.033322664176609,0.335465691877972,0.276795265713877,0.221852131357504,0.0608033762758107
"30",0.00159230847835533,0.0429967190395831,0.446749150676604,0.369526524341172,0.131841668154634,0.0072936293096512
"31",0.189423052027035,0.126910709376635,0.336131401777621,0.270984567699749,0.0474758441564286,0.029074424962532
"32",0.055842932624772,0.127590486454446,0.28987675851322,0.312111980274417,0.0253815486581493,0.189196293474995
"33",0.0982677782865825,0.0477613189610907,0.453691023016077,0.350464162555193,0.0198747614810448,0.029940955700012
"34",0.0431733162866913,0.161531236791574,0.197539405385932,0.384610042555356,0.116805137780391,0.0963408612000558
"35",0.04374057371084,0.0758351832762719,0.46051652212197,0.237247170220166,0.134303409625884,0.0483571410448685
"36",0.0544487414731578,0.214305628990126,0.349881987268275,0.360921953765566,0.00695550567057615,0.0134861828322991
"37",0.0120156304368828,0.0952405123419994,0.227578843157857,0.21924572280052,0.444239295028,0.00167999623474108
"38",0.18139718815448,0.0202550650791393,0.283431521986095,0.369087229622339,0.0775415972274931,0.0682873979304541
"39",0.0401805607451287,0.0304305741917622,0.349680122580709,0.307262018396987,0.224838960140359,0.0476077639450539
"40",0.00541758035246145,0.00126920530345006,0.560771001386665,0.40393382267127,0.0172730685374649,0.0113353217486886
"41",0.0315400646658797,0.0139042717845255,0.0778181720592744,0.327053268637798,0.264230836707636,0.285453386144887
"42",0.045623325272979,0.0789297304876221,0.475280417126365,0.342566293207026,0.0112031360831397,0.0463970978228686
"43",0.118696744032711,0.0410966767351922,0.400840497104442,0.309137746155768,0.121047762259424,0.00918057371246341
"44",0.0322688294607972,0.0424983218251381,0.402210407691962,0.394357463218794,0.124775387781225,0.00388959002208435
"45",0.0432057447987382,0.00356676117874981,0.524554481974075,0.356763287768873,0.0176656775499802,0.0542440467295833
"46",0.0371043798830196,0.0781651730672301,0.349548377550666,0.382435053943678,0.0364826036958336,0.116264411859573
"47",0.069957528733217,0.086503197543272,0.41018440498738,0.246965928793066,0.0397892824714468,0.146599657471618
"48",0.0336053691463623,0.0139697266191783,0.503037881564653,0.250145783434535,0.124958654175772,0.0742825850594994
"49",0.0021541177997874,0.0577135380960047,0.457813864073445,0.432790263606965,0.0329336000463218,0.0165946163774756
"50",0.00390998940108109,0.0429803153002129,0.441260321496136,0.431191614829898,0.00428874305569863,0.076369015916973
"51",0.0122382667992086,0.00439486826160252,0.605147858600612,0.355139357798246,0.00619776556430666,0.0168818829760245
"52",0.101758372006742,0.0369749901371604,0.489420256251495,0.358412710597577,0.00130310767702346,0.0121305633300016
