"","V1","V2","V3","V4","V5","V6"
"1",0.0141124797778023,0.00411289349832955,0.614552307291351,0.320254357942953,0.0111692052698373,0.035798756219726
"2",0.0158347481377679,0.0333305451612534,0.584476477414735,0.339957043818325,0.024352631745406,0.00204855372251305
"3",0.019636970307507,0.0145548001049571,0.612165659381597,0.334657998699063,0.00212032443479906,0.0168642470720775
"4",0.0190241767227888,0.000289623967663769,0.609529655478802,0.318225633126165,0.0308434841747827,0.0220874265297978
"5",0.0389366118242299,0.00810300035217841,0.602068727929245,0.320663507625893,0.00697809197036867,0.0232500602980854
"6",0.0522689215642348,0.00752137792765967,0.5307767433963,0.336669780060979,0.0693559452088644,0.00340723184196206
"7",0.0289871745248507,0.030256097917941,0.602085321065502,0.31678315939552,0.019492321213236,0.00239592588295034
"8",0.0185622001344597,0.00121194327835039,0.618826478829923,0.311990339996184,0.0488314145649529,0.000577623196130543
"9",0.00782127043458268,0.0204747210244577,0.583482971535874,0.328360526291459,0.046806070938548,0.0130544397750792
"10",0.00409462845858902,0.0154215904872187,0.630268456200407,0.346054476425496,0.00181756220444317,0.00234328622384643
"11",0.0173488607764979,0.0314927403323132,0.587217310539487,0.320099797148152,0.00697574146952478,0.0368655497340246
"12",0.00111591959032298,0.00610863454166282,0.642107459089302,0.33779092604273,0.010841309402572,0.00203575133341052
"13",0.0182684673248625,0.0095455043537864,0.600012071038039,0.317857774389866,0.0390309696520648,0.0152852132413815
"14",0.00732051515873949,0.00419255319579309,0.599754028143845,0.342837413698868,0.045634185041026,0.000261304761728501
"15",0.00066219771246604,0.00610729432962924,0.621638616822401,0.345087417650492,0.0226315512352279,0.00387292224978377
"16",0.0126805964460087,0.00654510456520829,0.628629387005559,0.345472465096355,0.00442264368368537,0.00224980320318332
"17",0.00926613260083041,0.0191729833428573,0.628942976116367,0.320388159802711,0.0176839847507048,0.0045457633865297
"18",0.031350154007868,0.000610906160565313,0.614706236110814,0.332358557342104,0.00150430719076476,0.0194698391878845
"19",0.000253355886728368,0.010663792799356,0.668682357639043,0.310553987120014,0.000967695362949267,0.00887881119190906
"20",0.0427170824351149,0.0217212593846512,0.580159363649082,0.320990541195265,0.0330115315620833,0.00140022177380373
"21",0.012339121021268,0.0160419904948829,0.606221473893981,0.351182673067929,0.00966633073396831,0.00454841078797056
"22",0.0418098617624507,0.0616654027945638,0.565795694180836,0.293850613707249,0.0117033246746592,0.0251751028802418
"23",0.00749910630197775,0.015281990026927,0.58057326334528,0.320202674180261,0.0204723202498499,0.0559706458957041
"24",0.00326194190477353,0.00454558587490418,0.609221562459626,0.324801286722383,0.0379122785370595,0.0202573445012541
"25",0.0198441788487253,0.00686412678488389,0.623853051548347,0.289547891859012,0.0598082177081496,8.25332508825203e-05
"26",0.00411822552372517,0.00736145992479908,0.635710013310844,0.311196176832869,0.00818504106562458,0.0334290833421376
"27",0.0226744755976563,0.00725312582086842,0.577776344369003,0.342754328596454,0.048892250108648,0.000649475507369701
"28",0.033415520540374,0.000790021828555768,0.584374459682744,0.332158836236756,0.0215594732340137,0.0277016884775566
"29",0.039472195645975,0.0184714248903441,0.577215663623832,0.322826663563737,0.0130155926456719,0.0289984596304403
"30",0.00476280827386834,0.0385531882347648,0.596531060085035,0.32644153140032,0.0202612121215322,0.0134501998844795
"31",0.027602928992108,0.00554650125252903,0.586822815164737,0.319616000667902,0.0551523725577064,0.00525938136501799
"32",0.052103132509178,0.0125682362296978,0.590769584504017,0.328935877519595,0.00246594904946275,0.0131572201880499
"33",0.0371384902578012,0.00312846883744961,0.601056472402759,0.318956342289586,0.0307146716297904,0.00900555458261369
"34",0.00598771648852396,0.00371351331627106,0.60538705403889,0.320321878346527,0.0337588847285661,0.0308309530812218
"35",0.0491504297597575,0.0693411313637141,0.537576574700554,0.329080939453423,0.0134172874547889,0.00143363726776281
"36",0.00490018213760802,0.00278467563759044,0.610233521620126,0.311017793989685,0.0133618675788256,0.0577019590361648
"37",0.0194432570013391,0.00955638888066167,0.599505693027839,0.336956739720919,0.0230452647092567,0.0114926566599848
"38",0.00641205941700164,0.0102954343036488,0.592885216410751,0.353380411039838,0.0215659723512614,0.0154609064774994
"39",0.0108197343544215,0.00143838975270636,0.574088180028013,0.321829243284892,0.0497341341388465,0.042090318441121
"40",0.0365925146097194,0.00829320642903798,0.570445202970695,0.28096457040147,0.0797564944966328,0.0239480110924452
"41",0.0474085967599588,0.00513987121030063,0.622433294047444,0.278876774263454,0.00753516557576879,0.0386062981430741
